,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
0,2000,1,albert_park,michael_schumacher,1969-01-03,German,ferrari,3,5641987.0,Finished,10.0,1
1,2000,1,albert_park,barrichello,1972-05-23,Brazilian,ferrari,4,5653402.0,Finished,6.0,2
2,2000,1,albert_park,ralf_schumacher,1975-06-30,German,williams,11,5661996.0,Finished,4.0,3
3,2000,1,albert_park,villeneuve,1971-04-09,Canadian,bar,8,5686434.0,Finished,3.0,4
4,2000,1,albert_park,fisichella,1973-01-14,Italian,benetton,9,5687152.0,Finished,2.0,5
5,2000,1,albert_park,zonta,1976-03-23,Brazilian,bar,16,5688455.0,Finished,1.0,6
6,2000,1,albert_park,wurz,1974-02-15,Austrian,benetton,14,5688902.0,Finished,0.0,7
7,2000,1,albert_park,gene,1974-03-29,Spanish,minardi,18,,+1 Lap,0.0,8
8,2000,1,albert_park,heidfeld,1977-05-10,German,prost,15,,+2 Laps,0.0,9
9,2000,1,albert_park,salo,1966-11-30,Finnish,sauber,10,,Disqualified,0.0,10
10,2000,1,albert_park,button,1980-01-19,British,williams,21,,Engine,0.0,11
11,2000,1,albert_park,diniz,1970-05-22,Brazilian,sauber,19,,Transmission,0.0,12
12,2000,1,albert_park,mazzacane,1975-05-08,Argentine,minardi,22,,Gearbox,0.0,13
13,2000,1,albert_park,frentzen,1967-05-18,German,jordan,5,,Hydraulics,0.0,14
14,2000,1,albert_park,trulli,1974-07-13,Italian,jordan,6,,Engine,0.0,15
15,2000,1,albert_park,alesi,1964-06-11,French,prost,17,,Hydraulics,0.0,16
16,2000,1,albert_park,hakkinen,1968-09-28,Finnish,mclaren,1,,Engine,0.0,17
17,2000,1,albert_park,verstappen,1972-03-04,Dutch,arrows,13,,Suspension,0.0,18
18,2000,1,albert_park,coulthard,1971-03-27,British,mclaren,2,,Engine,0.0,19
19,2000,1,albert_park,rosa,1971-02-24,Spanish,arrows,12,,Suspension,0.0,20
20,2000,1,albert_park,irvine,1965-11-10,British,jaguar,7,,Spun off,0.0,21
21,2000,1,albert_park,herbert,1964-06-25,British,jaguar,20,,Clutch,0.0,22
22,2000,2,interlagos,michael_schumacher,1969-01-03,German,ferrari,3,5495271.0,Finished,10.0,1
23,2000,2,interlagos,fisichella,1973-01-14,Italian,benetton,5,5535169.0,Finished,6.0,2
24,2000,2,interlagos,frentzen,1967-05-18,German,jordan,7,5537539.0,Finished,4.0,3
25,2000,2,interlagos,trulli,1974-07-13,Italian,jordan,12,5568051.0,Finished,3.0,4
26,2000,2,interlagos,ralf_schumacher,1975-06-30,German,williams,11,,+1 Lap,2.0,5
27,2000,2,interlagos,button,1980-01-19,British,williams,9,,+1 Lap,1.0,6
28,2000,2,interlagos,verstappen,1972-03-04,Dutch,arrows,14,,+1 Lap,0.0,7
29,2000,2,interlagos,rosa,1971-02-24,Spanish,arrows,16,,+1 Lap,0.0,8
30,2000,2,interlagos,zonta,1976-03-23,Brazilian,bar,8,,+2 Laps,0.0,9
31,2000,2,interlagos,mazzacane,1975-05-08,Argentine,minardi,20,,+2 Laps,0.0,10
32,2000,2,interlagos,coulthard,1971-03-27,British,mclaren,2,,Disqualified,0.0,11
33,2000,2,interlagos,herbert,1964-06-25,British,jaguar,17,,Gearbox,0.0,12
34,2000,2,interlagos,gene,1974-03-29,Spanish,minardi,18,,Engine,0.0,13
35,2000,2,interlagos,hakkinen,1968-09-28,Finnish,mclaren,1,,Oil pressure,0.0,14
36,2000,2,interlagos,barrichello,1972-05-23,Brazilian,ferrari,4,,Hydraulics,0.0,15
37,2000,2,interlagos,irvine,1965-11-10,British,jaguar,6,,Spun off,0.0,16
38,2000,2,interlagos,villeneuve,1971-04-09,Canadian,bar,10,,Gearbox,0.0,17
39,2000,2,interlagos,alesi,1964-06-11,French,prost,15,,Electrical,0.0,18
40,2000,2,interlagos,heidfeld,1977-05-10,German,prost,19,,Engine,0.0,19
41,2000,2,interlagos,wurz,1974-02-15,Austrian,benetton,13,,Engine,0.0,20
42,2000,2,interlagos,diniz,1970-05-22,Brazilian,sauber,0,,Safety concerns,0.0,21
43,2000,2,interlagos,salo,1966-11-30,Finnish,sauber,0,,Safety concerns,0.0,22
44,2000,3,imola,michael_schumacher,1969-01-03,German,ferrari,2,5499776.0,Finished,10.0,1
45,2000,3,imola,hakkinen,1968-09-28,Finnish,mclaren,1,5500944.0,Finished,6.0,2
46,2000,3,imola,coulthard,1971-03-27,British,mclaren,3,5550784.0,Finished,4.0,3
47,2000,3,imola,barrichello,1972-05-23,Brazilian,ferrari,4,5589052.0,Finished,3.0,4
48,2000,3,imola,villeneuve,1971-04-09,Canadian,bar,9,,+1 Lap,2.0,5
49,2000,3,imola,salo,1966-11-30,Finnish,sauber,12,,+1 Lap,1.0,6
50,2000,3,imola,irvine,1965-11-10,British,jaguar,7,,+1 Lap,0.0,7
51,2000,3,imola,diniz,1970-05-22,Brazilian,sauber,10,,+1 Lap,0.0,8
52,2000,3,imola,wurz,1974-02-15,Austrian,benetton,11,,+1 Lap,0.0,9
53,2000,3,imola,herbert,1964-06-25,British,jaguar,17,,+1 Lap,0.0,10
54,2000,3,imola,fisichella,1973-01-14,Italian,benetton,19,,+1 Lap,0.0,11
55,2000,3,imola,zonta,1976-03-23,Brazilian,bar,14,,+1 Lap,0.0,12
56,2000,3,imola,mazzacane,1975-05-08,Argentine,minardi,20,,+2 Laps,0.0,13
57,2000,3,imola,verstappen,1972-03-04,Dutch,arrows,16,,+3 Laps,0.0,14
58,2000,3,imola,trulli,1974-07-13,Italian,jordan,8,,Gearbox,0.0,15
59,2000,3,imola,rosa,1971-02-24,Spanish,arrows,13,,Spun off,0.0,16
60,2000,3,imola,ralf_schumacher,1975-06-30,German,williams,5,,Fuel system,0.0,17
61,2000,3,imola,alesi,1964-06-11,French,prost,15,,Hydraulics,0.0,18
62,2000,3,imola,heidfeld,1977-05-10,German,prost,22,,Hydraulics,0.0,19
63,2000,3,imola,button,1980-01-19,British,williams,18,,Engine,0.0,20
64,2000,3,imola,gene,1974-03-29,Spanish,minardi,21,,Spun off,0.0,21
65,2000,3,imola,frentzen,1967-05-18,German,jordan,6,,Gearbox,0.0,22
66,2000,4,silverstone,coulthard,1971-03-27,British,mclaren,4,5330108.0,Finished,10.0,1
67,2000,4,silverstone,hakkinen,1968-09-28,Finnish,mclaren,3,5331585.0,Finished,6.0,2
68,2000,4,silverstone,michael_schumacher,1969-01-03,German,ferrari,5,5350025.0,Finished,4.0,3
69,2000,4,silverstone,ralf_schumacher,1975-06-30,German,williams,7,5371420.0,Finished,3.0,4
70,2000,4,silverstone,button,1980-01-19,British,williams,6,5387867.0,Finished,2.0,5
71,2000,4,silverstone,trulli,1974-07-13,Italian,jordan,11,5409381.0,Finished,1.0,6
72,2000,4,silverstone,fisichella,1973-01-14,Italian,benetton,12,,+1 Lap,0.0,7
73,2000,4,silverstone,salo,1966-11-30,Finnish,sauber,18,,+1 Lap,0.0,8
74,2000,4,silverstone,wurz,1974-02-15,Austrian,benetton,20,,+1 Lap,0.0,9
75,2000,4,silverstone,alesi,1964-06-11,French,prost,15,,+1 Lap,0.0,10
76,2000,4,silverstone,diniz,1970-05-22,Brazilian,sauber,13,,+1 Lap,0.0,11
77,2000,4,silverstone,herbert,1964-06-25,British,jaguar,14,,+1 Lap,0.0,12
78,2000,4,silverstone,irvine,1965-11-10,British,jaguar,9,,+1 Lap,0.0,13
79,2000,4,silverstone,gene,1974-03-29,Spanish,minardi,21,,+1 Lap,0.0,14
80,2000,4,silverstone,mazzacane,1975-05-08,Argentine,minardi,22,,+1 Lap,0.0,15
81,2000,4,silverstone,villeneuve,1971-04-09,Canadian,bar,10,,+4 Laps,0.0,16
82,2000,4,silverstone,frentzen,1967-05-18,German,jordan,2,,+6 Laps,0.0,17
83,2000,4,silverstone,heidfeld,1977-05-10,German,prost,17,,Engine,0.0,18
84,2000,4,silverstone,zonta,1976-03-23,Brazilian,bar,16,,Spun off,0.0,19
85,2000,4,silverstone,barrichello,1972-05-23,Brazilian,ferrari,1,,Hydraulics,0.0,20
86,2000,4,silverstone,rosa,1971-02-24,Spanish,arrows,19,,Electrical,0.0,21
87,2000,4,silverstone,verstappen,1972-03-04,Dutch,arrows,8,,Electrical,0.0,22
88,2000,5,catalunya,hakkinen,1968-09-28,Finnish,mclaren,2,5635390.0,Finished,10.0,1
89,2000,5,catalunya,coulthard,1971-03-27,British,mclaren,4,5651456.0,Finished,6.0,2
90,2000,5,catalunya,barrichello,1972-05-23,Brazilian,ferrari,3,5664502.0,Finished,4.0,3
91,2000,5,catalunya,ralf_schumacher,1975-06-30,German,williams,5,5672701.0,Finished,3.0,4
92,2000,5,catalunya,michael_schumacher,1969-01-03,German,ferrari,1,5683373.0,Finished,2.0,5
93,2000,5,catalunya,frentzen,1967-05-18,German,jordan,8,5717315.0,Finished,1.0,6
94,2000,5,catalunya,salo,1966-11-30,Finnish,sauber,12,,+1 Lap,0.0,7
95,2000,5,catalunya,zonta,1976-03-23,Brazilian,bar,16,,+1 Lap,0.0,8
96,2000,5,catalunya,fisichella,1973-01-14,Italian,benetton,13,,+1 Lap,0.0,9
97,2000,5,catalunya,wurz,1974-02-15,Austrian,benetton,18,,+1 Lap,0.0,10
98,2000,5,catalunya,irvine,1965-11-10,British,jaguar,9,,+1 Lap,0.0,11
99,2000,5,catalunya,trulli,1974-07-13,Italian,jordan,7,,+1 Lap,0.0,12
100,2000,5,catalunya,herbert,1964-06-25,British,jaguar,14,,+1 Lap,0.0,13
101,2000,5,catalunya,gene,1974-03-29,Spanish,minardi,20,,+2 Laps,0.0,14
102,2000,5,catalunya,mazzacane,1975-05-08,Argentine,minardi,21,,+2 Laps,0.0,15
103,2000,5,catalunya,heidfeld,1977-05-10,German,prost,19,,+3 Laps,0.0,16
104,2000,5,catalunya,button,1980-01-19,British,williams,10,,Engine,0.0,17
105,2000,5,catalunya,verstappen,1972-03-04,Dutch,arrows,11,,Gearbox,0.0,18
106,2000,5,catalunya,villeneuve,1971-04-09,Canadian,bar,6,,Hydraulics,0.0,19
107,2000,5,catalunya,alesi,1964-06-11,French,prost,17,,Collision,0.0,20
108,2000,5,catalunya,rosa,1971-02-24,Spanish,arrows,22,,Collision,0.0,21
109,2000,5,catalunya,diniz,1970-05-22,Brazilian,sauber,15,,Spun off,0.0,22
110,2000,6,nurburgring,michael_schumacher,1969-01-03,German,ferrari,2,6120307.0,Finished,10.0,1
111,2000,6,nurburgring,hakkinen,1968-09-28,Finnish,mclaren,3,6134129.0,Finished,6.0,2
112,2000,6,nurburgring,coulthard,1971-03-27,British,mclaren,1,,+1 Lap,4.0,3
113,2000,6,nurburgring,barrichello,1972-05-23,Brazilian,ferrari,4,,+1 Lap,3.0,4
114,2000,6,nurburgring,fisichella,1973-01-14,Italian,benetton,7,,+1 Lap,2.0,5
115,2000,6,nurburgring,rosa,1971-02-24,Spanish,arrows,12,,+1 Lap,1.0,6
116,2000,6,nurburgring,diniz,1970-05-22,Brazilian,sauber,15,,+2 Laps,0.0,7
117,2000,6,nurburgring,mazzacane,1975-05-08,Argentine,minardi,21,,+2 Laps,0.0,8
118,2000,6,nurburgring,alesi,1964-06-11,French,prost,17,,+2 Laps,0.0,9
119,2000,6,nurburgring,button,1980-01-19,British,williams,11,,Electrical,0.0,10
120,2000,6,nurburgring,herbert,1964-06-25,British,jaguar,16,,Collision,0.0,11
121,2000,6,nurburgring,wurz,1974-02-15,Austrian,benetton,14,,Collision,0.0,12
122,2000,6,nurburgring,zonta,1976-03-23,Brazilian,bar,18,,Spun off,0.0,13
123,2000,6,nurburgring,gene,1974-03-29,Spanish,minardi,20,,Throttle,0.0,14
124,2000,6,nurburgring,villeneuve,1971-04-09,Canadian,bar,9,,Engine,0.0,15
125,2000,6,nurburgring,irvine,1965-11-10,British,jaguar,8,,Collision,0.0,16
126,2000,6,nurburgring,verstappen,1972-03-04,Dutch,arrows,13,,Spun off,0.0,17
127,2000,6,nurburgring,ralf_schumacher,1975-06-30,German,williams,5,,Collision,0.0,18
128,2000,6,nurburgring,salo,1966-11-30,Finnish,sauber,19,,Halfshaft,0.0,19
129,2000,6,nurburgring,frentzen,1967-05-18,German,jordan,10,,Engine,0.0,20
130,2000,6,nurburgring,trulli,1974-07-13,Italian,jordan,6,,Collision,0.0,21
131,2000,7,monaco,coulthard,1971-03-27,British,mclaren,3,6568213.0,Finished,10.0,1
132,2000,7,monaco,barrichello,1972-05-23,Brazilian,ferrari,6,6584102.0,Finished,6.0,2
133,2000,7,monaco,fisichella,1973-01-14,Italian,benetton,8,6586735.0,Finished,4.0,3
134,2000,7,monaco,irvine,1965-11-10,British,jaguar,10,6634137.0,Finished,3.0,4
135,2000,7,monaco,salo,1966-11-30,Finnish,sauber,13,6648988.0,Finished,2.0,5
136,2000,7,monaco,hakkinen,1968-09-28,Finnish,mclaren,5,,+1 Lap,1.0,6
137,2000,7,monaco,villeneuve,1971-04-09,Canadian,bar,17,,+1 Lap,0.0,7
138,2000,7,monaco,heidfeld,1977-05-10,German,prost,18,,+1 Lap,0.0,8
139,2000,7,monaco,herbert,1964-06-25,British,jaguar,11,,+2 Laps,0.0,9
140,2000,7,monaco,frentzen,1967-05-18,German,jordan,4,,Spun off,0.0,10
141,2000,7,monaco,verstappen,1972-03-04,Dutch,arrows,15,,Spun off,0.0,11
142,2000,7,monaco,michael_schumacher,1969-01-03,German,ferrari,1,,Suspension,0.0,12
143,2000,7,monaco,zonta,1976-03-23,Brazilian,bar,20,,Spun off,0.0,13
144,2000,7,monaco,ralf_schumacher,1975-06-30,German,williams,9,,Spun off,0.0,14
145,2000,7,monaco,trulli,1974-07-13,Italian,jordan,2,,Gearbox,0.0,15
146,2000,7,monaco,diniz,1970-05-22,Brazilian,sauber,19,,Spun off,0.0,16
147,2000,7,monaco,alesi,1964-06-11,French,prost,7,,Transmission,0.0,17
148,2000,7,monaco,mazzacane,1975-05-08,Argentine,minardi,22,,Spun off,0.0,18
149,2000,7,monaco,gene,1974-03-29,Spanish,minardi,21,,Gearbox,0.0,19
150,2000,7,monaco,wurz,1974-02-15,Austrian,benetton,12,,Spun off,0.0,20
151,2000,7,monaco,button,1980-01-19,British,williams,14,,Engine,0.0,21
152,2000,7,monaco,rosa,1971-02-24,Spanish,arrows,16,,Not restarted,0.0,22
153,2000,8,villeneuve,michael_schumacher,1969-01-03,German,ferrari,1,6072313.0,Finished,10.0,1
154,2000,8,villeneuve,barrichello,1972-05-23,Brazilian,ferrari,3,6072487.0,Finished,6.0,2
155,2000,8,villeneuve,fisichella,1973-01-14,Italian,benetton,10,6087678.0,Finished,4.0,3
156,2000,8,villeneuve,hakkinen,1968-09-28,Finnish,mclaren,4,6090874.0,Finished,3.0,4
157,2000,8,villeneuve,verstappen,1972-03-04,Dutch,arrows,13,6124521.0,Finished,2.0,5
158,2000,8,villeneuve,trulli,1974-07-13,Italian,jordan,7,6134000.0,Finished,1.0,6
159,2000,8,villeneuve,coulthard,1971-03-27,British,mclaren,2,6134529.0,Finished,0.0,7
160,2000,8,villeneuve,zonta,1976-03-23,Brazilian,bar,8,6142768.0,Finished,0.0,8
161,2000,8,villeneuve,wurz,1974-02-15,Austrian,benetton,14,6152212.0,Finished,0.0,9
162,2000,8,villeneuve,diniz,1970-05-22,Brazilian,sauber,19,6186857.0,Finished,0.0,10
163,2000,8,villeneuve,button,1980-01-19,British,williams,18,,+1 Lap,0.0,11
164,2000,8,villeneuve,mazzacane,1975-05-08,Argentine,minardi,22,,+1 Lap,0.0,12
165,2000,8,villeneuve,irvine,1965-11-10,British,jaguar,16,,+3 Laps,0.0,13
166,2000,8,villeneuve,ralf_schumacher,1975-06-30,German,williams,12,,Collision,0.0,14
167,2000,8,villeneuve,villeneuve,1971-04-09,Canadian,bar,6,,Collision,0.0,15
168,2000,8,villeneuve,gene,1974-03-29,Spanish,minardi,20,,Spun off,0.0,16
169,2000,8,villeneuve,rosa,1971-02-24,Spanish,arrows,9,,Collision,0.0,17
170,2000,8,villeneuve,salo,1966-11-30,Finnish,sauber,15,,Electrical,0.0,18
171,2000,8,villeneuve,alesi,1964-06-11,French,prost,17,,Electrical,0.0,19
172,2000,8,villeneuve,heidfeld,1977-05-10,German,prost,21,,Engine,0.0,20
173,2000,8,villeneuve,frentzen,1967-05-18,German,jordan,5,,Brakes,0.0,21
174,2000,8,villeneuve,herbert,1964-06-25,British,jaguar,11,,Gearbox,0.0,22
175,2000,9,magny_cours,coulthard,1971-03-27,British,mclaren,2,5885538.0,Finished,10.0,1
176,2000,9,magny_cours,hakkinen,1968-09-28,Finnish,mclaren,4,5900286.0,Finished,6.0,2
177,2000,9,magny_cours,barrichello,1972-05-23,Brazilian,ferrari,3,5917947.0,Finished,4.0,3
178,2000,9,magny_cours,villeneuve,1971-04-09,Canadian,bar,7,5946860.0,Finished,3.0,4
179,2000,9,magny_cours,ralf_schumacher,1975-06-30,German,williams,5,5949519.0,Finished,2.0,5
180,2000,9,magny_cours,trulli,1974-07-13,Italian,jordan,9,5961143.0,Finished,1.0,6
181,2000,9,magny_cours,frentzen,1967-05-18,German,jordan,8,,+1 Lap,0.0,7
182,2000,9,magny_cours,button,1980-01-19,British,williams,10,,+1 Lap,0.0,8
183,2000,9,magny_cours,fisichella,1973-01-14,Italian,benetton,14,,+1 Lap,0.0,9
184,2000,9,magny_cours,salo,1966-11-30,Finnish,sauber,12,,+1 Lap,0.0,10
185,2000,9,magny_cours,diniz,1970-05-22,Brazilian,sauber,15,,+1 Lap,0.0,11
186,2000,9,magny_cours,heidfeld,1977-05-10,German,prost,16,,+1 Lap,0.0,12
187,2000,9,magny_cours,irvine,1965-11-10,British,jaguar,6,,+2 Laps,0.0,13
188,2000,9,magny_cours,alesi,1964-06-11,French,prost,18,,+2 Laps,0.0,14
189,2000,9,magny_cours,gene,1974-03-29,Spanish,minardi,21,,+2 Laps,0.0,15
190,2000,9,magny_cours,michael_schumacher,1969-01-03,German,ferrari,1,,Engine,0.0,16
191,2000,9,magny_cours,rosa,1971-02-24,Spanish,arrows,13,,Transmission,0.0,17
192,2000,9,magny_cours,wurz,1974-02-15,Austrian,benetton,17,,Spun off,0.0,18
193,2000,9,magny_cours,mazzacane,1975-05-08,Argentine,minardi,22,,Spun off,0.0,19
194,2000,9,magny_cours,verstappen,1972-03-04,Dutch,arrows,20,,Transmission,0.0,20
195,2000,9,magny_cours,herbert,1964-06-25,British,jaguar,11,,Gearbox,0.0,21
196,2000,9,magny_cours,zonta,1976-03-23,Brazilian,bar,19,,Spun off,0.0,22
197,2000,10,osterreichring,hakkinen,1968-09-28,Finnish,mclaren,1,5295818.0,Finished,10.0,1
198,2000,10,osterreichring,coulthard,1971-03-27,British,mclaren,2,5308353.0,Finished,6.0,2
199,2000,10,osterreichring,barrichello,1972-05-23,Brazilian,ferrari,3,5326613.0,Finished,4.0,3
200,2000,10,osterreichring,villeneuve,1971-04-09,Canadian,bar,7,,+1 Lap,3.0,4
201,2000,10,osterreichring,button,1980-01-19,British,williams,18,,+1 Lap,2.0,5
202,2000,10,osterreichring,salo,1966-11-30,Finnish,sauber,9,,+1 Lap,1.0,6
203,2000,10,osterreichring,herbert,1964-06-25,British,jaguar,16,,+1 Lap,0.0,7
204,2000,10,osterreichring,gene,1974-03-29,Spanish,minardi,20,,+1 Lap,0.0,8
205,2000,10,osterreichring,diniz,1970-05-22,Brazilian,sauber,11,,+1 Lap,0.0,9
206,2000,10,osterreichring,wurz,1974-02-15,Austrian,benetton,14,,+1 Lap,0.0,10
207,2000,10,osterreichring,burti,1975-03-05,Brazilian,jaguar,21,,+2 Laps,0.0,11
208,2000,10,osterreichring,mazzacane,1975-05-08,Argentine,minardi,22,,+3 Laps,0.0,12
209,2000,10,osterreichring,zonta,1976-03-23,Brazilian,bar,6,,Engine,0.0,13
210,2000,10,osterreichring,ralf_schumacher,1975-06-30,German,williams,19,,Brakes,0.0,14
211,2000,10,osterreichring,heidfeld,1977-05-10,German,prost,13,,Collision,0.0,15
212,2000,10,osterreichring,alesi,1964-06-11,French,prost,17,,Collision,0.0,16
213,2000,10,osterreichring,rosa,1971-02-24,Spanish,arrows,12,,Gearbox,0.0,17
214,2000,10,osterreichring,verstappen,1972-03-04,Dutch,arrows,10,,Engine,0.0,18
215,2000,10,osterreichring,frentzen,1967-05-18,German,jordan,15,,Oil leak,0.0,19
216,2000,10,osterreichring,michael_schumacher,1969-01-03,German,ferrari,4,,Collision,0.0,20
217,2000,10,osterreichring,trulli,1974-07-13,Italian,jordan,5,,Collision,0.0,21
218,2000,10,osterreichring,fisichella,1973-01-14,Italian,benetton,8,,Collision,0.0,22
219,2000,11,hockenheimring,barrichello,1972-05-23,Brazilian,ferrari,18,5134418.0,Finished,10.0,1
220,2000,11,hockenheimring,hakkinen,1968-09-28,Finnish,mclaren,4,5141870.0,Finished,6.0,2
221,2000,11,hockenheimring,coulthard,1971-03-27,British,mclaren,1,5155586.0,Finished,4.0,3
222,2000,11,hockenheimring,button,1980-01-19,British,williams,16,5157103.0,Finished,3.0,4
223,2000,11,hockenheimring,salo,1966-11-30,Finnish,sauber,15,5161530.0,Finished,2.0,5
224,2000,11,hockenheimring,rosa,1971-02-24,Spanish,arrows,5,5163498.0,Finished,1.0,6
225,2000,11,hockenheimring,ralf_schumacher,1975-06-30,German,williams,14,5165316.0,Finished,0.0,7
226,2000,11,hockenheimring,villeneuve,1971-04-09,Canadian,bar,9,5181955.0,Finished,0.0,8
227,2000,11,hockenheimring,trulli,1974-07-13,Italian,jordan,6,5185319.0,Finished,0.0,9
228,2000,11,hockenheimring,irvine,1965-11-10,British,jaguar,10,5214082.0,Finished,0.0,10
229,2000,11,hockenheimring,mazzacane,1975-05-08,Argentine,minardi,21,5223922.0,Finished,0.0,11
230,2000,11,hockenheimring,heidfeld,1977-05-10,German,prost,13,,Alternator,0.0,12
231,2000,11,hockenheimring,frentzen,1967-05-18,German,jordan,17,,Gearbox,0.0,13
232,2000,11,hockenheimring,verstappen,1972-03-04,Dutch,arrows,11,,Spun off,0.0,14
233,2000,11,hockenheimring,zonta,1976-03-23,Brazilian,bar,12,,Spun off,0.0,15
234,2000,11,hockenheimring,gene,1974-03-29,Spanish,minardi,22,,Engine,0.0,16
235,2000,11,hockenheimring,wurz,1974-02-15,Austrian,benetton,7,,Electrical,0.0,17
236,2000,11,hockenheimring,diniz,1970-05-22,Brazilian,sauber,19,,Collision,0.0,18
237,2000,11,hockenheimring,alesi,1964-06-11,French,prost,20,,Collision,0.0,19
238,2000,11,hockenheimring,herbert,1964-06-25,British,jaguar,8,,Gearbox,0.0,20
239,2000,11,hockenheimring,michael_schumacher,1969-01-03,German,ferrari,2,,Collision,0.0,21
240,2000,11,hockenheimring,fisichella,1973-01-14,Italian,benetton,3,,Collision,0.0,22
241,2000,12,hungaroring,hakkinen,1968-09-28,Finnish,mclaren,3,6333869.0,Finished,10.0,1
242,2000,12,hungaroring,michael_schumacher,1969-01-03,German,ferrari,1,6341786.0,Finished,6.0,2
243,2000,12,hungaroring,coulthard,1971-03-27,British,mclaren,2,6342324.0,Finished,4.0,3
244,2000,12,hungaroring,barrichello,1972-05-23,Brazilian,ferrari,5,6378026.0,Finished,3.0,4
245,2000,12,hungaroring,ralf_schumacher,1975-06-30,German,williams,4,6384306.0,Finished,2.0,5
246,2000,12,hungaroring,frentzen,1967-05-18,German,jordan,6,6401968.0,Finished,1.0,6
247,2000,12,hungaroring,trulli,1974-07-13,Italian,jordan,12,,+1 Lap,0.0,7
248,2000,12,hungaroring,irvine,1965-11-10,British,jaguar,10,,+1 Lap,0.0,8
249,2000,12,hungaroring,button,1980-01-19,British,williams,8,,+1 Lap,0.0,9
250,2000,12,hungaroring,salo,1966-11-30,Finnish,sauber,9,,+1 Lap,0.0,10
251,2000,12,hungaroring,wurz,1974-02-15,Austrian,benetton,11,,+1 Lap,0.0,11
252,2000,12,hungaroring,villeneuve,1971-04-09,Canadian,bar,16,,+2 Laps,0.0,12
253,2000,12,hungaroring,verstappen,1972-03-04,Dutch,arrows,20,,+2 Laps,0.0,13
254,2000,12,hungaroring,zonta,1976-03-23,Brazilian,bar,18,,+2 Laps,0.0,14
255,2000,12,hungaroring,gene,1974-03-29,Spanish,minardi,21,,+3 Laps,0.0,15
256,2000,12,hungaroring,rosa,1971-02-24,Spanish,arrows,15,,+4 Laps,0.0,16
257,2000,12,hungaroring,mazzacane,1975-05-08,Argentine,minardi,22,,Engine,0.0,17
258,2000,12,hungaroring,herbert,1964-06-25,British,jaguar,17,,Gearbox,0.0,18
259,2000,12,hungaroring,diniz,1970-05-22,Brazilian,sauber,13,,Transmission,0.0,19
260,2000,12,hungaroring,fisichella,1973-01-14,Italian,benetton,7,,Brakes,0.0,20
261,2000,12,hungaroring,heidfeld,1977-05-10,German,prost,19,,Electrical,0.0,21
262,2000,12,hungaroring,alesi,1964-06-11,French,prost,14,,Suspension,0.0,22
263,2000,13,spa,hakkinen,1968-09-28,Finnish,mclaren,1,5294494.0,Finished,10.0,1
264,2000,13,spa,michael_schumacher,1969-01-03,German,ferrari,4,5295598.0,Finished,6.0,2
265,2000,13,spa,ralf_schumacher,1975-06-30,German,williams,6,5332590.0,Finished,4.0,3
266,2000,13,spa,coulthard,1971-03-27,British,mclaren,5,5337775.0,Finished,3.0,4
267,2000,13,spa,button,1980-01-19,British,williams,3,5344408.0,Finished,2.0,5
268,2000,13,spa,frentzen,1967-05-18,German,jordan,8,5350478.0,Finished,1.0,6
269,2000,13,spa,villeneuve,1971-04-09,Canadian,bar,7,5366874.0,Finished,0.0,7
270,2000,13,spa,herbert,1964-06-25,British,jaguar,9,5382302.0,Finished,0.0,8
271,2000,13,spa,salo,1966-11-30,Finnish,sauber,18,5383164.0,Finished,0.0,9
272,2000,13,spa,irvine,1965-11-10,British,jaguar,12,5386049.0,Finished,0.0,10
273,2000,13,spa,diniz,1970-05-22,Brazilian,sauber,15,5388617.0,Finished,0.0,11
274,2000,13,spa,zonta,1976-03-23,Brazilian,bar,13,,+1 Lap,0.0,12
275,2000,13,spa,wurz,1974-02-15,Austrian,benetton,19,,+1 Lap,0.0,13
276,2000,13,spa,gene,1974-03-29,Spanish,minardi,21,,+1 Lap,0.0,14
277,2000,13,spa,verstappen,1972-03-04,Dutch,arrows,20,,+1 Lap,0.0,15
278,2000,13,spa,rosa,1971-02-24,Spanish,arrows,16,,+2 Laps,0.0,16
279,2000,13,spa,mazzacane,1975-05-08,Argentine,minardi,22,,+2 Laps,0.0,17
280,2000,13,spa,barrichello,1972-05-23,Brazilian,ferrari,10,,Fuel pressure,0.0,18
281,2000,13,spa,alesi,1964-06-11,French,prost,17,,Fuel pressure,0.0,19
282,2000,13,spa,heidfeld,1977-05-10,German,prost,14,,Engine,0.0,20
283,2000,13,spa,fisichella,1973-01-14,Italian,benetton,11,,Electrical,0.0,21
284,2000,13,spa,trulli,1974-07-13,Italian,jordan,2,,Collision,0.0,22
285,2000,14,monza,michael_schumacher,1969-01-03,German,ferrari,1,5251638.0,Finished,10.0,1
286,2000,14,monza,hakkinen,1968-09-28,Finnish,mclaren,3,5255448.0,Finished,6.0,2
287,2000,14,monza,ralf_schumacher,1975-06-30,German,williams,7,5304070.0,Finished,4.0,3
288,2000,14,monza,verstappen,1972-03-04,Dutch,arrows,11,5311576.0,Finished,3.0,4
289,2000,14,monza,wurz,1974-02-15,Austrian,benetton,13,5319064.0,Finished,2.0,5
290,2000,14,monza,zonta,1976-03-23,Brazilian,bar,17,5320931.0,Finished,1.0,6
291,2000,14,monza,salo,1966-11-30,Finnish,sauber,15,,+1 Lap,0.0,7
292,2000,14,monza,diniz,1970-05-22,Brazilian,sauber,16,,+1 Lap,0.0,8
