,season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
2789,2021,11,aston_martin,48.0,0.0,6.0
2790,2021,11,williams,0.0,0.0,9.0
2791,2021,11,alfa,2.0,0.0,8.0
2792,2021,11,haas,0.0,0.0,10.0
2793,2021,12,mercedes,303.0,4.0,1.0
2794,2021,12,red_bull,291.0,6.0,2.0
2795,2021,12,mclaren,163.0,0.0,4.0
2796,2021,12,ferrari,163.0,0.0,3.0
2797,2021,12,alpine,77.0,1.0,5.0
2798,2021,12,alphatauri,68.0,0.0,6.0
2799,2021,12,aston_martin,48.0,0.0,7.0
2800,2021,12,williams,10.0,0.0,8.0
2801,2021,12,alfa,3.0,0.0,9.0
2802,2021,12,haas,0.0,0.0,10.0
2803,2021,13,mercedes,0.0,4.0,1.0
2804,2021,13,red_bull,0.0,7.0,2.0
2805,2021,13,ferrari,0.0,0.0,4.0
2806,2021,13,mclaren,169.0,0.0,3.0
2807,2021,13,alpine,80.0,1.0,5.0
2808,2021,13,alphatauri,72.0,0.0,6.0
2809,2021,13,aston_martin,53.0,0.0,7.0
2810,2021,13,williams,20.0,0.0,8.0
2811,2021,13,alfa,3.0,0.0,9.0
2812,2021,13,haas,0.0,0.0,10.0
2813,2021,14,mercedes,0.0,4.0,1.0
2814,2021,14,red_bull,0.0,8.0,2.0
2815,2021,14,mclaren,170.0,0.0,4.0
2816,2021,14,ferrari,0.0,0.0,3.0
2817,2021,14,alpine,90.0,1.0,5.0
2818,2021,14,alphatauri,84.0,0.0,6.0
2819,2021,14,aston_martin,53.0,0.0,7.0
2820,2021,14,williams,20.0,0.0,8.0
2821,2021,14,alfa,3.0,0.0,9.0
2822,2021,14,haas,0.0,0.0,10.0
2823,2021,15,mercedes,0.0,4.0,1.0
2824,2021,15,red_bull,0.0,8.0,2.0
2825,2021,15,mclaren,215.0,1.0,3.0
2826,2021,15,ferrari,0.0,0.0,4.0
2827,2021,15,alpine,95.0,1.0,5.0
2828,2021,15,alphatauri,84.0,0.0,6.0
2829,2021,15,aston_martin,59.0,0.0,7.0
2830,2021,15,williams,22.0,0.0,8.0
2831,2021,15,alfa,3.0,0.0,9.0
2832,2021,15,haas,0.0,0.0,10.0
2833,2021,16,mercedes,0.0,5.0,1.0
2834,2021,16,red_bull,0.0,8.0,2.0
2835,2021,16,mclaren,234.0,1.0,3.0
2836,2021,16,ferrari,0.0,0.0,4.0
2837,2021,16,alpine,103.0,1.0,5.0
2838,2021,16,alphatauri,84.0,0.0,6.0
2839,2021,16,aston_martin,59.0,0.0,7.0
2840,2021,16,williams,23.0,0.0,8.0
2841,2021,16,alfa,7.0,0.0,9.0
2842,2021,16,haas,0.0,0.0,10.0
2843,2021,17,mercedes,0.0,6.0,1.0
2844,2021,17,red_bull,0.0,8.0,2.0
2845,2021,17,mclaren,240.0,1.0,3.0
2846,2021,17,ferrari,0.0,0.0,4.0
2847,2021,17,alpine,104.0,1.0,5.0
2848,2021,17,alphatauri,92.0,0.0,6.0
2849,2021,17,aston_martin,61.0,0.0,7.0
2850,2021,17,williams,23.0,0.0,8.0
2851,2021,17,alfa,7.0,0.0,9.0
2852,2021,17,haas,0.0,0.0,10.0
2853,2021,18,mercedes,0.0,6.0,1.0
2854,2021,18,red_bull,0.0,9.0,2.0
2855,2021,18,ferrari,0.0,0.0,4.0
2856,2021,18,mclaren,254.0,1.0,3.0
2857,2021,18,alpine,104.0,1.0,5.0
2858,2021,18,alphatauri,94.0,0.0,6.0
2859,2021,18,aston_martin,62.0,0.0,7.0
2860,2021,18,williams,23.0,0.0,8.0
2861,2021,18,alfa,7.0,0.0,9.0
2862,2021,18,haas,0.0,0.0,10.0
2863,2021,19,mercedes,0.0,6.0,1.0
2864,2021,19,red_bull,0.0,10.0,2.0
2865,2021,19,ferrari,0.0,0.0,3.0
2866,2021,19,mclaren,255.0,1.0,4.0
2867,2021,19,alpine,106.0,1.0,5.0
2868,2021,19,alphatauri,106.0,0.0,6.0
2869,2021,19,aston_martin,68.0,0.0,7.0
2870,2021,19,williams,23.0,0.0,8.0
2871,2021,19,alfa,11.0,0.0,9.0
2872,2021,19,haas,0.0,0.0,10.0
2873,2021,20,mercedes,0.0,7.0,1.0
2874,2021,20,red_bull,0.0,10.0,2.0
2875,2021,20,ferrari,0.0,0.0,3.0
2876,2021,20,mclaren,256.0,1.0,4.0
2877,2021,20,alpine,112.0,1.0,5.0
2878,2021,20,alphatauri,112.0,0.0,6.0
2879,2021,20,aston_martin,68.0,0.0,7.0
2880,2021,20,williams,23.0,0.0,8.0
2881,2021,20,alfa,11.0,0.0,9.0
2882,2021,20,haas,0.0,0.0,10.0
2883,2021,21,mercedes,0.0,8.0,1.0
2884,2021,21,red_bull,0.0,10.0,2.0
2885,2021,21,ferrari,0.0,0.0,3.0
2886,2021,21,mclaren,258.0,1.0,4.0
2887,2021,21,alpine,137.0,1.0,5.0
2888,2021,21,alphatauri,112.0,0.0,6.0
2889,2021,21,aston_martin,77.0,0.0,7.0
2890,2021,21,williams,23.0,0.0,8.0
2891,2021,21,alfa,11.0,0.0,9.0
2892,2021,21,haas,0.0,0.0,10.0
2893,2021,22,mercedes,0.0,9.0,1.0
2894,2021,22,red_bull,0.0,10.0,2.0
2895,2021,22,ferrari,0.0,0.0,3.0
2896,2021,22,mclaren,269.0,1.0,4.0
2897,2021,22,alpine,149.0,1.0,5.0
2898,2021,22,alphatauri,120.0,0.0,6.0
2899,2021,22,aston_martin,77.0,0.0,7.0
2900,2021,22,williams,23.0,0.0,8.0
2901,2021,22,alfa,13.0,0.0,9.0
2902,2021,22,haas,0.0,0.0,10.0
