,season,round,driver,driver_points,driver_wins,driver_standings_pos
0,2000,1,michael_schumacher,0.0,0.0,0.0
1,2000,1,barrichello,0.0,0.0,0.0
2,2000,1,ralf_schumacher,0.0,0.0,0.0
3,2000,1,villeneuve,0.0,0.0,0.0
4,2000,1,fisichella,0.0,0.0,0.0
5,2000,1,zonta,0.0,0.0,0.0
6,2000,1,wurz,0.0,0.0,0.0
7,2000,1,gene,0.0,0.0,0.0
8,2000,1,heidfeld,0.0,0.0,0.0
9,2000,2,michael_schumacher,10.0,1.0,1.0
10,2000,2,fisichella,2.0,0.0,5.0
11,2000,2,barrichello,6.0,0.0,2.0
12,2000,2,ralf_schumacher,4.0,0.0,3.0
13,2000,2,frentzen,0.0,0.0,0.0
14,2000,2,trulli,0.0,0.0,0.0
15,2000,2,villeneuve,3.0,0.0,4.0
16,2000,2,zonta,1.0,0.0,6.0
17,2000,2,button,0.0,0.0,0.0
18,2000,2,verstappen,0.0,0.0,0.0
19,2000,2,wurz,0.0,0.0,7.0
20,2000,2,rosa,0.0,0.0,0.0
21,2000,2,gene,0.0,0.0,8.0
22,2000,2,heidfeld,0.0,0.0,9.0
23,2000,2,mazzacane,0.0,0.0,0.0
24,2000,3,michael_schumacher,20.0,2.0,1.0
25,2000,3,barrichello,6.0,0.0,3.0
26,2000,3,fisichella,8.0,0.0,2.0
27,2000,3,hakkinen,0.0,0.0,0.0
28,2000,3,ralf_schumacher,6.0,0.0,4.0
29,2000,3,villeneuve,3.0,0.0,7.0
30,2000,3,coulthard,0.0,0.0,0.0
31,2000,3,frentzen,4.0,0.0,5.0
32,2000,3,trulli,3.0,0.0,6.0
33,2000,3,zonta,1.0,0.0,8.0
34,2000,3,button,1.0,0.0,9.0
35,2000,3,salo,0.0,0.0,0.0
36,2000,3,wurz,0.0,0.0,11.0
37,2000,3,verstappen,0.0,0.0,10.0
38,2000,3,irvine,0.0,0.0,0.0
39,2000,3,rosa,0.0,0.0,12.0
40,2000,3,diniz,0.0,0.0,0.0
41,2000,3,gene,0.0,0.0,13.0
42,2000,3,heidfeld,0.0,0.0,14.0
43,2000,3,mazzacane,0.0,0.0,15.0
44,2000,3,herbert,0.0,0.0,0.0
45,2000,4,michael_schumacher,30.0,3.0,1.0
46,2000,4,coulthard,4.0,0.0,7.0
47,2000,4,hakkinen,6.0,0.0,4.0
48,2000,4,barrichello,9.0,0.0,2.0
49,2000,4,ralf_schumacher,6.0,0.0,5.0
50,2000,4,fisichella,8.0,0.0,3.0
51,2000,4,villeneuve,5.0,0.0,6.0
52,2000,4,frentzen,4.0,0.0,8.0
53,2000,4,trulli,3.0,0.0,9.0
54,2000,4,button,1.0,0.0,11.0
55,2000,4,salo,1.0,0.0,12.0
56,2000,4,zonta,1.0,0.0,10.0
57,2000,4,wurz,0.0,0.0,13.0
58,2000,4,irvine,0.0,0.0,15.0
59,2000,4,verstappen,0.0,0.0,14.0
60,2000,4,diniz,0.0,0.0,17.0
61,2000,4,gene,0.0,0.0,18.0
62,2000,4,rosa,0.0,0.0,16.0
63,2000,4,heidfeld,0.0,0.0,19.0
64,2000,4,herbert,0.0,0.0,21.0
65,2000,4,mazzacane,0.0,0.0,20.0
66,2000,4,alesi,0.0,0.0,0.0
67,2000,5,michael_schumacher,34.0,3.0,1.0
68,2000,5,hakkinen,12.0,0.0,3.0
69,2000,5,coulthard,14.0,1.0,2.0
70,2000,5,barrichello,9.0,0.0,4.0
71,2000,5,ralf_schumacher,9.0,0.0,5.0
72,2000,5,fisichella,8.0,0.0,6.0
73,2000,5,frentzen,4.0,0.0,8.0
74,2000,5,villeneuve,5.0,0.0,7.0
75,2000,5,trulli,4.0,0.0,9.0
76,2000,5,button,3.0,0.0,10.0
77,2000,5,salo,1.0,0.0,11.0
78,2000,5,zonta,1.0,0.0,12.0
79,2000,5,wurz,0.0,0.0,13.0
80,2000,5,irvine,0.0,0.0,14.0
81,2000,5,verstappen,0.0,0.0,15.0
82,2000,5,diniz,0.0,0.0,16.0
83,2000,5,gene,0.0,0.0,17.0
84,2000,5,rosa,0.0,0.0,18.0
85,2000,5,heidfeld,0.0,0.0,19.0
86,2000,5,herbert,0.0,0.0,20.0
87,2000,5,mazzacane,0.0,0.0,21.0
88,2000,5,alesi,0.0,0.0,22.0
89,2000,6,michael_schumacher,36.0,3.0,1.0
90,2000,6,hakkinen,22.0,1.0,2.0
91,2000,6,coulthard,20.0,1.0,3.0
92,2000,6,barrichello,13.0,0.0,4.0
93,2000,6,ralf_schumacher,12.0,0.0,5.0
94,2000,6,fisichella,8.0,0.0,6.0
95,2000,6,frentzen,5.0,0.0,7.0
96,2000,6,villeneuve,5.0,0.0,8.0
97,2000,6,trulli,4.0,0.0,9.0
98,2000,6,button,3.0,0.0,10.0
99,2000,6,salo,1.0,0.0,11.0
100,2000,6,zonta,1.0,0.0,12.0
101,2000,6,rosa,0.0,0.0,18.0
102,2000,6,diniz,0.0,0.0,16.0
103,2000,6,wurz,0.0,0.0,13.0
104,2000,6,irvine,0.0,0.0,14.0
105,2000,6,verstappen,0.0,0.0,15.0
106,2000,6,mazzacane,0.0,0.0,21.0
107,2000,6,gene,0.0,0.0,17.0
108,2000,6,alesi,0.0,0.0,22.0
109,2000,6,heidfeld,0.0,0.0,19.0
110,2000,6,herbert,0.0,0.0,20.0
111,2000,7,michael_schumacher,46.0,4.0,1.0
112,2000,7,coulthard,24.0,1.0,3.0
113,2000,7,hakkinen,28.0,1.0,2.0
114,2000,7,barrichello,16.0,0.0,4.0
115,2000,7,fisichella,10.0,0.0,6.0
116,2000,7,ralf_schumacher,12.0,0.0,5.0
117,2000,7,frentzen,5.0,0.0,7.0
118,2000,7,villeneuve,5.0,0.0,8.0
119,2000,7,trulli,4.0,0.0,9.0
120,2000,7,irvine,0.0,0.0,16.0
121,2000,7,salo,1.0,0.0,11.0
122,2000,7,button,3.0,0.0,10.0
123,2000,7,zonta,1.0,0.0,12.0
124,2000,7,rosa,1.0,0.0,13.0
125,2000,7,diniz,0.0,0.0,14.0
126,2000,7,wurz,0.0,0.0,15.0
127,2000,7,verstappen,0.0,0.0,17.0
128,2000,7,heidfeld,0.0,0.0,21.0
129,2000,7,mazzacane,0.0,0.0,18.0
130,2000,7,gene,0.0,0.0,19.0
131,2000,7,herbert,0.0,0.0,22.0
132,2000,7,alesi,0.0,0.0,20.0
133,2000,8,michael_schumacher,46.0,4.0,1.0
134,2000,8,coulthard,34.0,2.0,2.0
135,2000,8,hakkinen,29.0,1.0,3.0
136,2000,8,barrichello,22.0,0.0,4.0
137,2000,8,fisichella,14.0,0.0,5.0
138,2000,8,ralf_schumacher,12.0,0.0,6.0
139,2000,8,frentzen,5.0,0.0,7.0
140,2000,8,villeneuve,5.0,0.0,8.0
141,2000,8,trulli,4.0,0.0,9.0
142,2000,8,irvine,3.0,0.0,10.0
143,2000,8,salo,3.0,0.0,11.0
144,2000,8,button,3.0,0.0,12.0
145,2000,8,verstappen,0.0,0.0,17.0
146,2000,8,zonta,1.0,0.0,13.0
147,2000,8,rosa,1.0,0.0,14.0
148,2000,8,diniz,0.0,0.0,15.0
149,2000,8,wurz,0.0,0.0,16.0
150,2000,8,heidfeld,0.0,0.0,18.0
151,2000,8,mazzacane,0.0,0.0,19.0
152,2000,8,gene,0.0,0.0,20.0
153,2000,8,herbert,0.0,0.0,21.0
154,2000,8,alesi,0.0,0.0,22.0
155,2000,9,michael_schumacher,56.0,5.0,1.0
156,2000,9,coulthard,34.0,2.0,2.0
157,2000,9,hakkinen,32.0,1.0,3.0
158,2000,9,barrichello,28.0,0.0,4.0
159,2000,9,fisichella,18.0,0.0,5.0
160,2000,9,ralf_schumacher,12.0,0.0,6.0
161,2000,9,villeneuve,5.0,0.0,8.0
162,2000,9,trulli,5.0,0.0,9.0
163,2000,9,frentzen,5.0,0.0,7.0
164,2000,9,irvine,3.0,0.0,10.0
165,2000,9,salo,3.0,0.0,11.0
166,2000,9,button,3.0,0.0,12.0
167,2000,9,verstappen,2.0,0.0,13.0
168,2000,9,zonta,1.0,0.0,14.0
169,2000,9,rosa,1.0,0.0,15.0
170,2000,9,diniz,0.0,0.0,16.0
171,2000,9,wurz,0.0,0.0,17.0
172,2000,9,heidfeld,0.0,0.0,18.0
173,2000,9,mazzacane,0.0,0.0,19.0
174,2000,9,gene,0.0,0.0,20.0
175,2000,9,herbert,0.0,0.0,21.0
176,2000,9,alesi,0.0,0.0,22.0
177,2000,10,michael_schumacher,56.0,5.0,1.0
178,2000,10,coulthard,44.0,3.0,2.0
179,2000,10,hakkinen,38.0,1.0,3.0
180,2000,10,barrichello,32.0,0.0,4.0
181,2000,10,fisichella,18.0,0.0,5.0
182,2000,10,ralf_schumacher,14.0,0.0,6.0
183,2000,10,villeneuve,8.0,0.0,7.0
184,2000,10,trulli,6.0,0.0,8.0
185,2000,10,frentzen,5.0,0.0,9.0
186,2000,10,button,3.0,0.0,12.0
187,2000,10,salo,3.0,0.0,11.0
188,2000,10,irvine,3.0,0.0,10.0
189,2000,10,verstappen,2.0,0.0,13.0
190,2000,10,zonta,1.0,0.0,14.0
191,2000,10,rosa,1.0,0.0,15.0
192,2000,10,diniz,0.0,0.0,16.0
193,2000,10,wurz,0.0,0.0,17.0
194,2000,10,herbert,0.0,0.0,21.0
195,2000,10,gene,0.0,0.0,20.0
196,2000,10,heidfeld,0.0,0.0,18.0
197,2000,10,mazzacane,0.0,0.0,19.0
198,2000,10,alesi,0.0,0.0,22.0
199,2000,10,burti,0.0,0.0,0.0
200,2000,11,michael_schumacher,56.0,5.0,1.0
201,2000,11,coulthard,50.0,3.0,2.0
202,2000,11,hakkinen,48.0,2.0,3.0
203,2000,11,barrichello,36.0,0.0,4.0
204,2000,11,fisichella,18.0,0.0,5.0
205,2000,11,ralf_schumacher,14.0,0.0,6.0
206,2000,11,villeneuve,11.0,0.0,7.0
207,2000,11,button,5.0,0.0,10.0
208,2000,11,trulli,6.0,0.0,8.0
209,2000,11,salo,4.0,0.0,11.0
210,2000,11,frentzen,5.0,0.0,9.0
211,2000,11,irvine,3.0,0.0,12.0
212,2000,11,verstappen,2.0,0.0,13.0
213,2000,11,rosa,1.0,0.0,15.0
214,2000,11,zonta,1.0,0.0,14.0
215,2000,11,diniz,0.0,0.0,16.0
216,2000,11,wurz,0.0,0.0,17.0
217,2000,11,herbert,0.0,0.0,18.0
218,2000,11,gene,0.0,0.0,19.0
219,2000,11,heidfeld,0.0,0.0,20.0
220,2000,11,mazzacane,0.0,0.0,21.0
221,2000,11,alesi,0.0,0.0,22.0
222,2000,11,burti,0.0,0.0,23.0
223,2000,12,hakkinen,54.0,2.0,3.0
224,2000,12,michael_schumacher,56.0,5.0,1.0
225,2000,12,coulthard,54.0,3.0,2.0
226,2000,12,barrichello,46.0,1.0,4.0
227,2000,12,fisichella,18.0,0.0,5.0
228,2000,12,ralf_schumacher,14.0,0.0,6.0
229,2000,12,villeneuve,11.0,0.0,7.0
230,2000,12,button,8.0,0.0,8.0
231,2000,12,frentzen,5.0,0.0,11.0
232,2000,12,trulli,6.0,0.0,9.0
233,2000,12,salo,6.0,0.0,10.0
234,2000,12,irvine,3.0,0.0,12.0
235,2000,12,verstappen,2.0,0.0,13.0
236,2000,12,rosa,2.0,0.0,14.0
237,2000,12,zonta,1.0,0.0,15.0
238,2000,12,diniz,0.0,0.0,16.0
239,2000,12,wurz,0.0,0.0,17.0
240,2000,12,herbert,0.0,0.0,18.0
241,2000,12,gene,0.0,0.0,19.0
242,2000,12,heidfeld,0.0,0.0,20.0
243,2000,12,mazzacane,0.0,0.0,21.0
244,2000,12,alesi,0.0,0.0,22.0
245,2000,12,burti,0.0,0.0,23.0
246,2000,13,hakkinen,64.0,3.0,1.0
247,2000,13,michael_schumacher,62.0,5.0,2.0
248,2000,13,coulthard,58.0,3.0,3.0
249,2000,13,barrichello,49.0,1.0,4.0
250,2000,13,ralf_schumacher,16.0,0.0,6.0
251,2000,13,fisichella,18.0,0.0,5.0
252,2000,13,villeneuve,11.0,0.0,7.0
253,2000,13,button,8.0,0.0,8.0
254,2000,13,frentzen,6.0,0.0,9.0
255,2000,13,trulli,6.0,0.0,10.0
256,2000,13,salo,6.0,0.0,11.0
257,2000,13,irvine,3.0,0.0,12.0
258,2000,13,verstappen,2.0,0.0,13.0
259,2000,13,rosa,2.0,0.0,14.0
260,2000,13,zonta,1.0,0.0,15.0
261,2000,13,diniz,0.0,0.0,16.0
262,2000,13,herbert,0.0,0.0,18.0
263,2000,13,wurz,0.0,0.0,17.0
264,2000,13,gene,0.0,0.0,19.0
265,2000,13,heidfeld,0.0,0.0,20.0
266,2000,13,mazzacane,0.0,0.0,21.0
267,2000,13,alesi,0.0,0.0,22.0
268,2000,13,burti,0.0,0.0,23.0
269,2000,14,hakkinen,74.0,4.0,1.0
270,2000,14,michael_schumacher,68.0,5.0,2.0
271,2000,14,coulthard,61.0,3.0,3.0
272,2000,14,barrichello,49.0,1.0,4.0
273,2000,14,ralf_schumacher,20.0,0.0,5.0
274,2000,14,fisichella,18.0,0.0,6.0
275,2000,14,villeneuve,11.0,0.0,7.0
276,2000,14,button,10.0,0.0,8.0
277,2000,14,frentzen,7.0,0.0,9.0
278,2000,14,trulli,6.0,0.0,10.0
279,2000,14,salo,6.0,0.0,11.0
280,2000,14,verstappen,2.0,0.0,13.0
281,2000,14,irvine,3.0,0.0,12.0
282,2000,14,wurz,0.0,0.0,18.0
283,2000,14,zonta,1.0,0.0,15.0
284,2000,14,rosa,2.0,0.0,14.0
285,2000,14,diniz,0.0,0.0,16.0
286,2000,14,herbert,0.0,0.0,17.0
287,2000,14,gene,0.0,0.0,19.0
288,2000,14,heidfeld,0.0,0.0,20.0
289,2000,14,mazzacane,0.0,0.0,21.0
290,2000,14,alesi,0.0,0.0,22.0
291,2000,14,burti,0.0,0.0,23.0
292,2000,15,michael_schumacher,78.0,6.0,2.0
293,2000,15,hakkinen,80.0,4.0,1.0
294,2000,15,coulthard,61.0,3.0,3.0
295,2000,15,barrichello,49.0,1.0,4.0
296,2000,15,ralf_schumacher,24.0,0.0,5.0
297,2000,15,fisichella,18.0,0.0,6.0
298,2000,15,villeneuve,11.0,0.0,7.0
299,2000,15,frentzen,7.0,0.0,9.0
300,2000,15,button,10.0,0.0,8.0
301,2000,15,trulli,6.0,0.0,10.0
302,2000,15,salo,6.0,0.0,11.0
303,2000,15,verstappen,5.0,0.0,12.0
304,2000,15,irvine,3.0,0.0,13.0
305,2000,15,zonta,2.0,0.0,15.0
306,2000,15,wurz,2.0,0.0,14.0
307,2000,15,rosa,2.0,0.0,16.0
308,2000,15,diniz,0.0,0.0,17.0
309,2000,15,herbert,0.0,0.0,18.0
310,2000,15,gene,0.0,0.0,19.0
311,2000,15,heidfeld,0.0,0.0,20.0
312,2000,15,mazzacane,0.0,0.0,21.0
313,2000,15,alesi,0.0,0.0,22.0
314,2000,15,burti,0.0,0.0,23.0
315,2000,16,michael_schumacher,88.0,7.0,1.0
316,2000,16,hakkinen,80.0,4.0,2.0
317,2000,16,coulthard,63.0,3.0,3.0
318,2000,16,barrichello,55.0,1.0,4.0
319,2000,16,ralf_schumacher,24.0,0.0,5.0
320,2000,16,fisichella,18.0,0.0,6.0
321,2000,16,villeneuve,14.0,0.0,7.0
322,2000,16,button,10.0,0.0,9.0
323,2000,16,frentzen,11.0,0.0,8.0
324,2000,16,trulli,6.0,0.0,10.0
325,2000,16,salo,6.0,0.0,11.0
326,2000,16,verstappen,5.0,0.0,12.0
327,2000,16,irvine,3.0,0.0,13.0
328,2000,16,zonta,3.0,0.0,14.0
329,2000,16,wurz,2.0,0.0,15.0
330,2000,16,rosa,2.0,0.0,16.0
331,2000,16,herbert,0.0,0.0,18.0
332,2000,16,diniz,0.0,0.0,17.0
333,2000,16,gene,0.0,0.0,19.0
334,2000,16,heidfeld,0.0,0.0,20.0
335,2000,16,mazzacane,0.0,0.0,21.0
336,2000,16,alesi,0.0,0.0,22.0
337,2000,16,burti,0.0,0.0,23.0
338,2000,17,michael_schumacher,98.0,8.0,1.0
339,2000,17,hakkinen,86.0,4.0,2.0
340,2000,17,coulthard,67.0,3.0,3.0
341,2000,17,barrichello,58.0,1.0,4.0
342,2000,17,ralf_schumacher,24.0,0.0,5.0
343,2000,17,fisichella,18.0,0.0,6.0
344,2000,17,villeneuve,15.0,0.0,7.0
345,2000,17,button,12.0,0.0,8.0
346,2000,17,frentzen,11.0,0.0,9.0
347,2000,17,trulli,6.0,0.0,10.0
348,2000,17,salo,6.0,0.0,11.0
349,2000,17,verstappen,5.0,0.0,12.0
350,2000,17,irvine,3.0,0.0,13.0
351,2000,17,zonta,3.0,0.0,14.0
352,2000,17,wurz,2.0,0.0,15.0
353,2000,17,rosa,2.0,0.0,16.0
354,2000,17,herbert,0.0,0.0,17.0
355,2000,17,diniz,0.0,0.0,18.0
356,2000,17,gene,0.0,0.0,19.0
357,2000,17,heidfeld,0.0,0.0,20.0
358,2000,17,mazzacane,0.0,0.0,21.0
359,2000,17,alesi,0.0,0.0,22.0
360,2000,17,burti,0.0,0.0,23.0
361,2001,1,michael_schumacher,0.0,0.0,0.0
362,2001,1,coulthard,0.0,0.0,0.0
363,2001,1,barrichello,0.0,0.0,0.0
364,2001,1,heidfeld,0.0,0.0,0.0
365,2001,1,frentzen,0.0,0.0,0.0
366,2001,1,raikkonen,0.0,0.0,0.0
367,2001,1,panis,0.0,0.0,0.0
368,2001,1,burti,0.0,0.0,0.0
369,2001,1,alesi,0.0,0.0,0.0
370,2001,1,verstappen,0.0,0.0,0.0
371,2001,1,irvine,0.0,0.0,0.0
372,2001,1,alonso,0.0,0.0,0.0
373,2001,1,fisichella,0.0,0.0,0.0
374,2001,2,michael_schumacher,10.0,1.0,1.0
375,2001,2,barrichello,4.0,0.0,3.0
376,2001,2,coulthard,6.0,0.0,2.0
377,2001,2,frentzen,2.0,0.0,5.0
378,2001,2,heidfeld,3.0,0.0,4.0
379,2001,2,ralf_schumacher,0.0,0.0,0.0
380,2001,2,hakkinen,0.0,0.0,0.0
381,2001,2,raikkonen,1.0,0.0,6.0
382,2001,2,verstappen,0.0,0.0,10.0
383,2001,2,panis,0.0,0.0,7.0
384,2001,2,burti,0.0,0.0,8.0
385,2001,2,trulli,0.0,0.0,0.0
386,2001,2,alesi,0.0,0.0,9.0
387,2001,2,button,0.0,0.0,0.0
388,2001,2,irvine,0.0,0.0,11.0
389,2001,2,alonso,0.0,0.0,12.0
390,2001,2,mazzacane,0.0,0.0,0.0
391,2001,2,fisichella,0.0,0.0,13.0
392,2001,2,marques,0.0,0.0,0.0
393,2001,3,michael_schumacher,20.0,2.0,1.0
394,2001,3,coulthard,10.0,0.0,3.0
395,2001,3,barrichello,10.0,0.0,2.0
396,2001,3,heidfeld,3.0,0.0,5.0
397,2001,3,frentzen,5.0,0.0,4.0
398,2001,3,panis,0.0,0.0,10.0
399,2001,3,trulli,0.0,0.0,12.0
400,2001,3,ralf_schumacher,2.0,0.0,6.0
401,2001,3,fisichella,0.0,0.0,18.0
402,2001,3,hakkinen,1.0,0.0,7.0
403,2001,3,raikkonen,1.0,0.0,8.0
404,2001,3,verstappen,0.0,0.0,9.0
405,2001,3,villeneuve,0.0,0.0,0.0
406,2001,3,alesi,0.0,0.0,13.0
407,2001,3,burti,0.0,0.0,11.0
408,2001,3,marques,0.0,0.0,19.0
409,2001,3,button,0.0,0.0,14.0
410,2001,3,irvine,0.0,0.0,15.0
411,2001,3,alonso,0.0,0.0,16.0
412,2001,3,mazzacane,0.0,0.0,17.0
413,2001,4,michael_schumacher,26.0,2.0,1.0
414,2001,4,coulthard,20.0,1.0,2.0
415,2001,4,barrichello,10.0,0.0,3.0
416,2001,4,ralf_schumacher,2.0,0.0,8.0
417,2001,4,heidfeld,7.0,0.0,4.0
418,2001,4,frentzen,5.0,0.0,5.0
419,2001,4,hakkinen,1.0,0.0,10.0
420,2001,4,trulli,2.0,0.0,7.0
421,2001,4,panis,3.0,0.0,6.0
422,2001,4,fisichella,1.0,0.0,9.0
423,2001,4,raikkonen,1.0,0.0,11.0
424,2001,4,verstappen,0.0,0.0,12.0
425,2001,4,villeneuve,0.0,0.0,13.0
426,2001,4,alesi,0.0,0.0,14.0
427,2001,4,burti,0.0,0.0,15.0
428,2001,4,marques,0.0,0.0,16.0
429,2001,4,button,0.0,0.0,17.0
430,2001,4,bernoldi,0.0,0.0,0.0
431,2001,4,irvine,0.0,0.0,18.0
432,2001,4,alonso,0.0,0.0,19.0
433,2001,4,mazzacane,0.0,0.0,20.0
434,2001,5,michael_schumacher,26.0,2.0,1.0
435,2001,5,coulthard,26.0,1.0,2.0
436,2001,5,barrichello,14.0,0.0,3.0
437,2001,5,ralf_schumacher,12.0,1.0,4.0
438,2001,5,heidfeld,7.0,0.0,5.0
439,2001,5,trulli,4.0,0.0,8.0
440,2001,5,montoya,0.0,0.0,0.0
441,2001,5,frentzen,6.0,0.0,6.0
442,2001,5,villeneuve,0.0,0.0,13.0
443,2001,5,hakkinen,4.0,0.0,7.0
444,2001,5,panis,3.0,0.0,9.0
445,2001,5,raikkonen,1.0,0.0,11.0
446,2001,5,fisichella,1.0,0.0,10.0
447,2001,5,verstappen,0.0,0.0,12.0
448,2001,5,alesi,0.0,0.0,14.0
449,2001,5,burti,0.0,0.0,15.0
450,2001,5,marques,0.0,0.0,16.0
451,2001,5,button,0.0,0.0,17.0
452,2001,5,bernoldi,0.0,0.0,18.0
453,2001,5,irvine,0.0,0.0,19.0
454,2001,5,alonso,0.0,0.0,20.0
455,2001,5,mazzacane,0.0,0.0,21.0
456,2001,6,michael_schumacher,36.0,3.0,1.0
457,2001,6,coulthard,28.0,1.0,2.0
458,2001,6,barrichello,14.0,0.0,3.0
459,2001,6,ralf_schumacher,12.0,1.0,4.0
460,2001,6,heidfeld,8.0,0.0,5.0
461,2001,6,trulli,7.0,0.0,6.0
462,2001,6,montoya,6.0,0.0,7.0
463,2001,6,frentzen,6.0,0.0,8.0
464,2001,6,panis,3.0,0.0,11.0
465,2001,6,villeneuve,4.0,0.0,9.0
466,2001,6,raikkonen,1.0,0.0,12.0
467,2001,6,hakkinen,4.0,0.0,10.0
468,2001,6,verstappen,0.0,0.0,14.0
469,2001,6,fisichella,1.0,0.0,13.0
470,2001,6,irvine,0.0,0.0,20.0
471,2001,6,alesi,0.0,0.0,15.0
472,2001,6,burti,0.0,0.0,16.0
473,2001,6,marques,0.0,0.0,17.0
474,2001,6,button,0.0,0.0,18.0
475,2001,6,bernoldi,0.0,0.0,19.0
476,2001,6,alonso,0.0,0.0,21.0
477,2001,6,mazzacane,0.0,0.0,22.0
478,2001,7,michael_schumacher,42.0,3.0,1.0
479,2001,7,coulthard,38.0,2.0,2.0
480,2001,7,barrichello,18.0,0.0,3.0
481,2001,7,ralf_schumacher,12.0,1.0,4.0
482,2001,7,heidfeld,8.0,0.0,5.0
483,2001,7,villeneuve,4.0,0.0,10.0
484,2001,7,trulli,7.0,0.0,6.0
485,2001,7,montoya,6.0,0.0,7.0
486,2001,7,frentzen,6.0,0.0,8.0
487,2001,7,panis,5.0,0.0,9.0
488,2001,7,irvine,0.0,0.0,15.0
489,2001,7,raikkonen,4.0,0.0,11.0
490,2001,7,hakkinen,4.0,0.0,12.0
491,2001,7,verstappen,1.0,0.0,13.0
492,2001,7,alesi,0.0,0.0,16.0
493,2001,7,fisichella,1.0,0.0,14.0
494,2001,7,button,0.0,0.0,19.0
495,2001,7,burti,0.0,0.0,17.0
496,2001,7,bernoldi,0.0,0.0,20.0
497,2001,7,marques,0.0,0.0,18.0
498,2001,7,alonso,0.0,0.0,21.0
499,2001,7,mazzacane,0.0,0.0,22.0
500,2001,8,michael_schumacher,52.0,4.0,1.0
501,2001,8,coulthard,40.0,2.0,2.0
502,2001,8,barrichello,24.0,0.0,3.0
503,2001,8,ralf_schumacher,12.0,1.0,4.0
504,2001,8,heidfeld,8.0,0.0,5.0
505,2001,8,hakkinen,4.0,0.0,13.0
506,2001,8,villeneuve,7.0,0.0,6.0
507,2001,8,raikkonen,4.0,0.0,12.0
508,2001,8,trulli,7.0,0.0,7.0
509,2001,8,montoya,6.0,0.0,8.0
510,2001,8,frentzen,6.0,0.0,9.0
511,2001,8,panis,5.0,0.0,10.0
512,2001,8,irvine,4.0,0.0,11.0
513,2001,8,alesi,1.0,0.0,15.0
514,2001,8,verstappen,1.0,0.0,14.0
515,2001,8,fisichella,1.0,0.0,16.0
516,2001,8,rosa,0.0,0.0,0.0
517,2001,8,button,0.0,0.0,17.0
518,2001,8,zonta,0.0,0.0,0.0
519,2001,8,burti,0.0,0.0,18.0
520,2001,8,marques,0.0,0.0,20.0
521,2001,8,bernoldi,0.0,0.0,19.0
522,2001,8,alonso,0.0,0.0,21.0
523,2001,8,mazzacane,0.0,0.0,22.0
524,2001,9,michael_schumacher,58.0,4.0,1.0
525,2001,9,coulthard,40.0,2.0,2.0
526,2001,9,barrichello,24.0,0.0,3.0
527,2001,9,ralf_schumacher,22.0,2.0,4.0
528,2001,9,montoya,6.0,0.0,10.0
529,2001,9,hakkinen,8.0,0.0,6.0
530,2001,9,heidfeld,8.0,0.0,5.0
531,2001,9,villeneuve,7.0,0.0,7.0
532,2001,9,raikkonen,7.0,0.0,8.0
533,2001,9,trulli,7.0,0.0,9.0
534,2001,9,frentzen,6.0,0.0,11.0
535,2001,9,panis,5.0,0.0,12.0
536,2001,9,irvine,4.0,0.0,13.0
537,2001,9,alesi,3.0,0.0,14.0
538,2001,9,verstappen,1.0,0.0,15.0
539,2001,9,rosa,1.0,0.0,17.0
540,2001,9,fisichella,1.0,0.0,16.0
541,2001,9,button,0.0,0.0,18.0
542,2001,9,zonta,0.0,0.0,19.0
543,2001,9,burti,0.0,0.0,20.0
544,2001,9,marques,0.0,0.0,21.0
545,2001,9,bernoldi,0.0,0.0,22.0
546,2001,9,alonso,0.0,0.0,23.0
547,2001,9,mazzacane,0.0,0.0,24.0
548,2001,10,michael_schumacher,68.0,5.0,1.0
549,2001,10,coulthard,44.0,2.0,2.0
550,2001,10,ralf_schumacher,25.0,2.0,4.0
551,2001,10,barrichello,26.0,0.0,3.0
552,2001,10,montoya,12.0,0.0,5.0
553,2001,10,heidfeld,8.0,0.0,7.0
554,2001,10,hakkinen,9.0,0.0,6.0
555,2001,10,trulli,7.0,0.0,10.0
556,2001,10,villeneuve,7.0,0.0,8.0
557,2001,10,raikkonen,7.0,0.0,9.0
558,2001,10,frentzen,6.0,0.0,11.0
559,2001,10,panis,5.0,0.0,12.0
560,2001,10,irvine,4.0,0.0,13.0
561,2001,10,alesi,3.0,0.0,14.0
562,2001,10,verstappen,1.0,0.0,15.0
563,2001,10,rosa,1.0,0.0,16.0
564,2001,10,fisichella,1.0,0.0,17.0
565,2001,10,button,0.0,0.0,18.0
566,2001,10,zonta,0.0,0.0,19.0
567,2001,10,burti,0.0,0.0,20.0
568,2001,10,marques,0.0,0.0,21.0
569,2001,10,bernoldi,0.0,0.0,22.0
570,2001,10,alonso,0.0,0.0,23.0
571,2001,10,mazzacane,0.0,0.0,24.0
572,2001,11,michael_schumacher,78.0,6.0,1.0
573,2001,11,coulthard,47.0,2.0,2.0
574,2001,11,barrichello,30.0,0.0,4.0
575,2001,11,ralf_schumacher,31.0,2.0,3.0
576,2001,11,hakkinen,9.0,0.0,7.0
577,2001,11,montoya,12.0,0.0,5.0
578,2001,11,heidfeld,9.0,0.0,6.0
579,2001,11,raikkonen,7.0,0.0,10.0
580,2001,11,trulli,9.0,0.0,8.0
581,2001,11,villeneuve,7.0,0.0,9.0
582,2001,11,frentzen,6.0,0.0,11.0
583,2001,11,panis,5.0,0.0,12.0
584,2001,11,irvine,4.0,0.0,13.0
